smartlabel_id,smartlabel_upc,smartlabel_url,smartlabel_url_ingredients,smartlabel_url_allergens,image_url,image_field,rev,http_status,notes,ingredients_http_status,allergens_http_status,ingredients_text,ingredients_items_json,allergens_declared_json,allergens_present_json,allergens_may_contain_json,smartlabel_error
502771,21130032259,https://smartlabel.labelinsight.com/product/17477890/nutrition,https://smartlabel.labelinsight.com/product/17477890/ingredients,https://smartlabel.labelinsight.com/product/17477890/allergens,https://images.openfoodfacts.org/images/products/002/113/003/2259/ingredients_en.14.full.jpg,ingredients_en,14,200,ok,200,200,,[],"[{""name"": ""Egg"", ""presence"": ""Contains""}]","[""Egg""]",[],ingredients:empty_after_parse
503008,21130465378,https://smartlabel.labelinsight.com/product/18068407/nutrition,https://smartlabel.labelinsight.com/product/18068407/ingredients,https://smartlabel.labelinsight.com/product/18068407/allergens,https://images.openfoodfacts.org/images/products/002/113/046/5378/ingredients_en.18.full.jpg,ingredients_en,18,200,ok,200,200,Maple Syrup,"[""Maple Syrup""]",[],[],[],allergens:empty_after_parse
522954,79893401522,https://smartlabel.labelinsight.com/product/17491029/nutrition,https://smartlabel.labelinsight.com/product/17491029/ingredients,https://smartlabel.labelinsight.com/product/17491029/allergens,https://images.openfoodfacts.org/images/products/007/989/340/1522/ingredients_en.12.full.jpg,ingredients_en,12,200,ok,200,200,,[],"[{""name"": ""Egg"", ""presence"": ""Contains""}]","[""Egg""]",[],ingredients:empty_after_parse
523093,21130465101,https://smartlabel.labelinsight.com/product/18068399/nutrition,https://smartlabel.labelinsight.com/product/18068399/ingredients,https://smartlabel.labelinsight.com/product/18068399/allergens,https://images.openfoodfacts.org/images/products/002/113/046/5101/ingredients_en.12.full.jpg,ingredients_en,12,200,ok,200,200,Maple Syrup,"[""Maple Syrup""]",[],[],[],allergens:empty_after_parse
13956,00021130048847,https://smartlabel.labelinsight.com/product/4377379/nutrition,https://smartlabel.labelinsight.com/product/4377379/ingredients,https://smartlabel.labelinsight.com/product/4377379/allergens,https://images.openfoodfacts.org/images/products/002/113/004/8847/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,"Cheddar Cheese (Cultured Pasteurized Milk, Salt, Enzymes)","[""Cheddar Cheese"", ""Cultured Pasteurized Milk"", ""Salt"", ""Enzymes""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
22262,00079893115313,https://smartlabel.labelinsight.com/product/4525319/nutrition,https://smartlabel.labelinsight.com/product/4525319/ingredients,https://smartlabel.labelinsight.com/product/4525319/allergens,https://images.openfoodfacts.org/images/products/007/989/311/5313/ingredients_en.8.full.jpg,ingredients_en,8,200,ok,200,200,"Organic Yellow Colby Cheese (Organic Pasteurized Cultured Milk, Salt, Organic Annatto [Color], Microbial Enzymes), Organic Monterey Jack Cheese (Organic Pasteurized Cultured Milk, Salt, Microbial Enzymes)","[""Organic Yellow Colby Cheese"", ""Organic Pasteurized Cultured Milk"", ""Salt"", ""Organic Annatto [Color]"", ""Microbial Enzymes"", ""Organic Monterey Jack Cheese""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
22279,00079893115306,https://smartlabel.labelinsight.com/product/4525214/nutrition,https://smartlabel.labelinsight.com/product/4525214/ingredients,https://smartlabel.labelinsight.com/product/4525214/allergens,https://images.openfoodfacts.org/images/products/007/989/311/5306/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,"Organic Monterey Jack Cheese (Organic Cultured Pasteurized Milk, Salt, Microbial Enzymes)","[""Organic Monterey Jack Cheese"", ""Organic Cultured Pasteurized Milk"", ""Salt"", ""Microbial Enzymes""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
22150,00079893405957,https://smartlabel.labelinsight.com/product/4525379/nutrition,https://smartlabel.labelinsight.com/product/4525379/ingredients,https://smartlabel.labelinsight.com/product/4525379/allergens,https://images.openfoodfacts.org/images/products/007/989/340/5957/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,"Pasteurized Organic Sweet Cream, Salt","[""Pasteurized Organic Sweet Cream"", ""Salt""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
29066,00021130074471,https://smartlabel.labelinsight.com/product/4585002/nutrition,https://smartlabel.labelinsight.com/product/4585002/ingredients,https://smartlabel.labelinsight.com/product/4585002/allergens,https://images.openfoodfacts.org/images/products/002/113/007/4471/ingredients_en.11.full.jpg,ingredients_en,11,200,ok,200,200,,[],[],[],[],ingredients:empty_after_parse; allergens:empty_after_parse
29068,00021130075003,https://smartlabel.labelinsight.com/product/4585006/nutrition,https://smartlabel.labelinsight.com/product/4585006/ingredients,https://smartlabel.labelinsight.com/product/4585006/allergens,https://images.openfoodfacts.org/images/products/002/113/007/5003/ingredients_en.6.full.jpg,ingredients_en,6,200,ok,200,200,,[],[],[],[],ingredients:empty_after_parse; allergens:empty_after_parse
29094,00021130334360,https://smartlabel.labelinsight.com/product/4556182/nutrition,https://smartlabel.labelinsight.com/product/4556182/ingredients,https://smartlabel.labelinsight.com/product/4556182/allergens,https://images.openfoodfacts.org/images/products/002/113/033/4360/ingredients_en.3.full.jpg,ingredients_en,3,200,ok,200,200,"Carbonated Water, Lime Juice Concentrate, Citric Acid, Potassium Sorbate (Preservative), Potassium Benzoate (Preservative), Natural Flavor, Sucralose, Gum Acacia, Green Tea, Ester Gum, Calcium Disodium EDTA (To Protect Flavor), Niacinamide (Vitamin B3), D-Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Yellow 5, Blue 1, Biotin, Cholecalciferol (Vitamin D3), Cyanocobalamin (Vitamin B12)","[""Carbonated Water"", ""Lime Juice Concentrate"", ""Citric Acid"", ""Potassium Sorbate (Preservative)"", ""Potassium Benzoate (Preservative)"", ""Natural Flavor"", ""Sucralose"", ""Gum Acacia"", ""Green Tea"", ""Ester Gum"", ""Calcium Disodium EDTA (To Protect Flavor)"", ""Niacinamide (Vitamin B3)"", ""D-Calcium Pantothenate (Vitamin B5)"", ""Pyridoxine Hydrochloride (Vitamin B6)"", ""Yellow 5"", ""Blue 1"", ""Biotin"", ""Cholecalciferol (Vitamin D3)"", ""Cyanocobalamin (Vitamin B12)""]",[],[],[],allergens:empty_after_parse
29152,00079893407876,https://smartlabel.labelinsight.com/product/4556168/nutrition,https://smartlabel.labelinsight.com/product/4556168/ingredients,https://smartlabel.labelinsight.com/product/4556168/allergens,https://images.openfoodfacts.org/images/products/007/989/340/7876/ingredients_en.5.full.jpg,ingredients_en,5,200,ok,200,200,"Organic Distilled Vinegar, Water, Organic Molasses, Salt, Organic Sugar, Less Than 2% Of: (Organic Garlic*, Organic Spices, Xanthan Gum, Organic Onion*)","[""Organic Distilled Vinegar"", ""Water"", ""Organic Molasses"", ""Salt"", ""Organic Sugar"", ""Less Than 2% Of:"", ""Organic Garlic*"", ""Organic Spices"", ""Xanthan Gum"", ""Organic Onion*""]",[],[],[],allergens:empty_after_parse
29214,00021130255016,https://smartlabel.labelinsight.com/product/4550841/nutrition,https://smartlabel.labelinsight.com/product/4550841/ingredients,https://smartlabel.labelinsight.com/product/4550841/allergens,https://images.openfoodfacts.org/images/products/002/113/025/5016/ingredients_en.14.full.jpg,ingredients_en,14,200,ok,200,200,"Carbonated Water, Citric Acid, Potassium Citrate, Potassium Benzoate (a Preservative), Aspartame, Acesulfame Potassium, Natural Flavor","[""Carbonated Water"", ""Citric Acid"", ""Potassium Citrate"", ""Potassium Benzoate (a Preservative)"", ""Aspartame"", ""Acesulfame Potassium"", ""Natural Flavor""]",[],[],[],allergens:empty_after_parse
29294,00021130512553,https://smartlabel.labelinsight.com/product/4566576/nutrition,https://smartlabel.labelinsight.com/product/4566576/ingredients,https://smartlabel.labelinsight.com/product/4566576/allergens,https://images.openfoodfacts.org/images/products/002/113/051/2553/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,"Soybean Oil*, Soy Lecithin (Non Stick Agent), Natural Flavors, Dimethyl Silicone (For Anti-Foaming), Beta Carotene (Color)","[""Soybean Oil*"", ""Soy Lecithin"", ""Non Stick Agent"", ""Natural Flavors"", ""Dimethyl Silicone (For Anti-Foaming)"", ""Beta Carotene (Color)""]","[{""name"": ""Soy"", ""presence"": ""Contains""}, {""name"": ""Milk"", ""presence"": ""Contains""}]","[""Soy"", ""Milk""]",[],
29298,00021130385027,https://smartlabel.labelinsight.com/product/4551151/nutrition,https://smartlabel.labelinsight.com/product/4551151/ingredients,https://smartlabel.labelinsight.com/product/4551151/allergens,https://images.openfoodfacts.org/images/products/002/113/038/5027/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,"Milk, Dipotassium Phosphate, Carrageenan, Vitamin D3","[""Milk"", ""Dipotassium Phosphate"", ""Carrageenan"", ""Vitamin D3""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
29308,00079893402529,https://smartlabel.labelinsight.com/product/4600960/nutrition,https://smartlabel.labelinsight.com/product/4600960/ingredients,https://smartlabel.labelinsight.com/product/4600960/allergens,https://images.openfoodfacts.org/images/products/007/989/340/2529/ingredients_en.6.full.jpg,ingredients_en,6,200,ok,200,200,"Organic Wheat Flour, Organic Malted Barley Flour","[""Organic Wheat Flour"", ""Organic Malted Barley Flour""]","[{""name"": ""Wheat"", ""presence"": ""Contains""}, {""name"": ""Milk"", ""presence"": ""May Contain""}]","[""Wheat""]","[""Milk""]",
29309,00079893402710,https://smartlabel.labelinsight.com/product/4600967/nutrition,https://smartlabel.labelinsight.com/product/4600967/ingredients,https://smartlabel.labelinsight.com/product/4600967/allergens,https://images.openfoodfacts.org/images/products/007/989/340/2710/ingredients_en.8.full.jpg,ingredients_en,8,200,ok,200,200,Organic Whole Wheat Flour,"[""Organic Whole Wheat Flour""]","[{""name"": ""Wheat"", ""presence"": ""Contains""}, {""name"": ""Milk"", ""presence"": ""May Contain""}]","[""Wheat""]","[""Milk""]",
29307,00021130530229,https://smartlabel.labelinsight.com/product/4582308/nutrition,https://smartlabel.labelinsight.com/product/4582308/ingredients,https://smartlabel.labelinsight.com/product/4582308/allergens,https://images.openfoodfacts.org/images/products/002/113/053/0229/ingredients_en.6.full.jpg,ingredients_en,6,200,ok,200,200,"Enriched Wheat Flour (Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Enzyme","[""Enriched Wheat Flour"", ""Wheat Flour"", ""Niacin"", ""Iron"", ""Thiamine Mononitrate"", ""Riboflavin"", ""Folic Acid"", ""Enzyme""]","[{""name"": ""Wheat"", ""presence"": ""Contains""}]","[""Wheat""]",[],
29311,00021130250059,https://smartlabel.labelinsight.com/product/4556915/nutrition,https://smartlabel.labelinsight.com/product/4556915/ingredients,https://smartlabel.labelinsight.com/product/4556915/allergens,https://images.openfoodfacts.org/images/products/002/113/025/0059/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,Sugar,"[""Sugar""]",[],[],[],allergens:empty_after_parse
29354,00021130314119,https://smartlabel.labelinsight.com/product/4574308/nutrition,https://smartlabel.labelinsight.com/product/4574308/ingredients,https://smartlabel.labelinsight.com/product/4574308/allergens,https://images.openfoodfacts.org/images/products/002/113/031/4119/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,"Water, Grapefruit Juice Concentrate, Ascorbic Acid (Vitamin C)*","[""Water"", ""Grapefruit Juice Concentrate"", ""Ascorbic Acid (Vitamin C)*""]",[],[],[],allergens:empty_after_parse
29315,00079893677194,https://smartlabel.labelinsight.com/product/4533434/nutrition,https://smartlabel.labelinsight.com/product/4533434/ingredients,https://smartlabel.labelinsight.com/product/4533434/allergens,https://images.openfoodfacts.org/images/products/007/989/367/7194/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,Organic Blue Agave Syrup,"[""Organic Blue Agave Syrup""]",[],[],[],allergens:empty_after_parse
29398,00079893407708,https://smartlabel.labelinsight.com/product/4564036/nutrition,https://smartlabel.labelinsight.com/product/4564036/ingredients,https://smartlabel.labelinsight.com/product/4564036/allergens,https://images.openfoodfacts.org/images/products/007/989/340/7708/ingredients_en.6.full.jpg,ingredients_en,6,200,ok,200,200,"Organic Tomato Puree, Sea Salt, Organic Red Pepper, Citric Acid","[""Organic Tomato Puree"", ""Sea Salt"", ""Organic Red Pepper"", ""Citric Acid""]",[],[],[],allergens:empty_after_parse
29460,00079893404769,https://smartlabel.labelinsight.com/product/4536215/nutrition,https://smartlabel.labelinsight.com/product/4536215/ingredients,https://smartlabel.labelinsight.com/product/4536215/allergens,https://images.openfoodfacts.org/images/products/007/989/340/4769/ingredients_en.6.full.jpg,ingredients_en,6,200,ok,200,200,"Organic Tomato Puree (Water, Organic Tomato Paste), Organic Diced Tomatoes, Organic Extra Virgin Olive Oil, Organic Portobello Mushrooms, Sea Salt, Organic Dehydrated Onions, Organic Vinegar, Organic Garlic Powder, Organic Spices","[""Organic Tomato Puree"", ""Water"", ""Organic Tomato Paste"", ""Organic Diced Tomatoes"", ""Organic Extra Virgin Olive Oil"", ""Organic Portobello Mushrooms"", ""Sea Salt"", ""Organic Dehydrated Onions"", ""Organic Vinegar"", ""Organic Garlic Powder"", ""Organic Spices""]",[],[],[],allergens:empty_after_parse
29489,00021130070664,https://smartlabel.labelinsight.com/product/4556937/nutrition,https://smartlabel.labelinsight.com/product/4556937/ingredients,https://smartlabel.labelinsight.com/product/4556937/allergens,https://images.openfoodfacts.org/images/products/002/113/007/0664/ingredients_en.12.full.jpg,ingredients_en,12,200,ok,200,200,"Lowfat Milk, Vitamin A Palmitate, Vitamin D3","[""Lowfat Milk"", ""Vitamin A Palmitate"", ""Vitamin D3""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
29547,00079893400655,https://smartlabel.labelinsight.com/product/4535683/nutrition,https://smartlabel.labelinsight.com/product/4535683/ingredients,https://smartlabel.labelinsight.com/product/4535683/allergens,https://images.openfoodfacts.org/images/products/007/989/340/0655/ingredients_en.20.full.jpg,ingredients_en,20,200,ok,200,200,"Organic Reduced Fat Milk, Vitamin A Palmitate, Vitamin D3","[""Organic Reduced Fat Milk"", ""Vitamin A Palmitate"", ""Vitamin D3""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
29578,00021130073108,https://smartlabel.labelinsight.com/product/4578114/nutrition,https://smartlabel.labelinsight.com/product/4578114/ingredients,https://smartlabel.labelinsight.com/product/4578114/allergens,https://images.openfoodfacts.org/images/products/002/113/007/3108/ingredients_en.12.full.jpg,ingredients_en,12,200,ok,200,200,"Cultured Pasteurized Cream, Fat Free Milk, Modified Corn Starch, Sodium Phosphate, Guar Gum, Carrageenan, Locust Bean Gum, Natural Flavors","[""Cultured Pasteurized Cream"", ""Fat Free Milk"", ""Modified Corn Starch"", ""Sodium Phosphate"", ""Guar Gum"", ""Carrageenan"", ""Locust Bean Gum"", ""Natural Flavors""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
29569,00021130072057,https://smartlabel.labelinsight.com/product/4567350/nutrition,https://smartlabel.labelinsight.com/product/4567350/ingredients,https://smartlabel.labelinsight.com/product/4567350/allergens,https://images.openfoodfacts.org/images/products/002/113/007/2057/ingredients_en.23.full.jpg,ingredients_en,23,200,ok,200,200,"Heavy Cream, Milk, Contains Less Than 0.5% Of: (Carrageenan, Mono And Diglycerides, Polysorbate 80)","[""Heavy Cream"", ""Milk"", ""Contains Less Than 0.5% Of:"", ""Carrageenan"", ""Mono And Diglycerides"", ""Polysorbate 80""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
29587,00021130076758,https://smartlabel.labelinsight.com/product/4559424/nutrition,https://smartlabel.labelinsight.com/product/4559424/ingredients,https://smartlabel.labelinsight.com/product/4559424/allergens,https://images.openfoodfacts.org/images/products/002/113/007/6758/ingredients_en.9.full.jpg,ingredients_en,9,200,ok,200,200,"Cultured Nonfat Milk, Milk, Cream, Contains Less Than 2% Of: (Nonfat Milk, Whey, Salt, Maltodextrin, Guar Gum, Citric Acid, Carrageenan, Mono And Diglycerides, Locust Bean Gum, Natural Flavor, Potassium Sorbate (to Preserve Freshness), Carbon Dioxide (to Preserve Freshness), Vitamin A Palmitate, Enzyme)","[""Cultured Nonfat Milk"", ""Milk"", ""Cream"", ""Contains Less Than 2% Of:"", ""Nonfat Milk"", ""Whey"", ""Salt"", ""Maltodextrin"", ""Guar Gum"", ""Citric Acid"", ""Carrageenan"", ""Mono And Diglycerides"", ""Locust Bean Gum"", ""Natural Flavor"", ""Potassium Sorbate (to Preserve Freshness)"", ""Carbon Dioxide (to Preserve Freshness)"", ""Vitamin A Palmitate"", ""Enzyme""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
29679,00021130047314,https://smartlabel.labelinsight.com/product/4564050/nutrition,https://smartlabel.labelinsight.com/product/4564050/ingredients,https://smartlabel.labelinsight.com/product/4564050/allergens,https://images.openfoodfacts.org/images/products/002/113/004/7314/ingredients_en.11.full.jpg,ingredients_en,11,200,ok,200,200,"Parmesan Cheese (Pasteurized Part-Skim Milk, Cheese Cultures, Salt, Enzymes), Powdered Cellulose (To Prevent Caking), Natamycin (Mold Inhibitor)","[""Parmesan Cheese"", ""Pasteurized Part-Skim Milk"", ""Cheese Cultures"", ""Salt"", ""Enzymes"", ""Powdered Cellulose (To Prevent Caking)"", ""Natamycin (Mold Inhibitor)""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
29680,00021130047321,https://smartlabel.labelinsight.com/product/4564048/nutrition,https://smartlabel.labelinsight.com/product/4564048/ingredients,https://smartlabel.labelinsight.com/product/4564048/allergens,https://images.openfoodfacts.org/images/products/002/113/004/7321/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,"Parmesan Cheese (Pasteurized Part-Skim Milk, Cheese Cultures, Salt, Enzymes), Powdered Cellulose (To Prevent Caking), Natamycin (Mold Inhibitor)","[""Parmesan Cheese"", ""Pasteurized Part-Skim Milk"", ""Cheese Cultures"", ""Salt"", ""Enzymes"", ""Powdered Cellulose (To Prevent Caking)"", ""Natamycin (Mold Inhibitor)""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
29740,00021130098590,https://smartlabel.labelinsight.com/product/4578082/nutrition,https://smartlabel.labelinsight.com/product/4578082/ingredients,https://smartlabel.labelinsight.com/product/4578082/allergens,https://images.openfoodfacts.org/images/products/002/113/009/8590/ingredients_en.9.full.jpg,ingredients_en,9,200,ok,200,200,"Skim Milk, Sugar, Water, Corn Syrup, Cream, Raspberry Flavor (Raspberry Juice Concentrate, Citric Acid, Natural and Artificial Flavors, Red 40, Blue 1), Orange Flavor (Orange Juice Concentrate, Citric Acid, Natural Flavors, Yellow 6, Red 40), Lime Flavor (Lime Juice Concentrate, Citric Acid, Natural & Artificial Flavors, Yellow 5, Blue 1), Contains 2% or Less of, Locust Bean Gum, Mono- And Diglycerides, Modified Cellulose, Guar Gum, Polysorbate 80, Yellow 5, Blue 1","[""Skim Milk"", ""Sugar"", ""Water"", ""Corn Syrup"", ""Cream"", ""Raspberry Flavor"", ""Raspberry Juice Concentrate"", ""Citric Acid"", ""Natural and Artificial Flavors"", ""Red 40"", ""Blue 1"", ""Orange Flavor"", ""Orange Juice Concentrate"", ""Natural Flavors"", ""Yellow 6"", ""Lime Flavor"", ""Lime Juice Concentrate"", ""Natural & Artificial Flavors"", ""Yellow 5"", ""Contains 2% or Less of"", ""Locust Bean Gum"", ""Mono- And Diglycerides"", ""Modified Cellulose"", ""Guar Gum"", ""Polysorbate 80""]","[{""name"": ""Egg"", ""presence"": ""May Contain""}, {""name"": ""Peanuts"", ""presence"": ""May Contain""}, {""name"": ""Tree Nuts"", ""presence"": ""May Contain""}, {""name"": ""Soy"", ""presence"": ""May Contain""}, {""name"": ""Wheat"", ""presence"": ""May Contain""}, {""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]","[""Egg"", ""Peanuts"", ""Tree Nuts"", ""Soy"", ""Wheat""]",
29819,00021130069736,https://smartlabel.labelinsight.com/product/4564082/nutrition,https://smartlabel.labelinsight.com/product/4564082/ingredients,https://smartlabel.labelinsight.com/product/4564082/allergens,https://images.openfoodfacts.org/images/products/002/113/006/9736/ingredients_fr.7.full.jpg,ingredients_fr,7,200,ok,200,200,"Romaine Lettuce, Balsamic Vinaigrette Dressing (Water, Balsamic Vinegar, Soybean Oil, Sugar, Distilled Vinegar, Salt, Contains Less than 2% of, Extra Virgin Olive Oil, Spices, Dehydrated Garlic, Mustard Seed, Sun-Dried Tomatoes, Xanthan Gum, White Wine, Citric Acid, Tartaric Acid, Turmeric, Calcium Disodium EDTA Added To Protect Flavor), Cucumber, Grape Tomatoes, Red Onion, Red Bell Pepper, Feta Cheese (Pasteurized Milk, Salt, Cheese Culture, Enzymes, Potato Starch [Added to Prevent Caking]), Kalamata Olives (Kalamata Olives, Brine (Water, Salt), Extra Virgin Olive Oil)","[""Romaine Lettuce"", ""Balsamic Vinaigrette Dressing"", ""Water"", ""Balsamic Vinegar"", ""Soybean Oil"", ""Sugar"", ""Distilled Vinegar"", ""Salt"", ""Contains Less than 2% of"", ""Extra Virgin Olive Oil"", ""Spices"", ""Dehydrated Garlic"", ""Mustard Seed"", ""Sun-Dried Tomatoes"", ""Xanthan Gum"", ""White Wine"", ""Citric Acid"", ""Tartaric Acid"", ""Turmeric"", ""Calcium Disodium EDTA Added To Protect Flavor"", ""Cucumber"", ""Grape Tomatoes"", ""Red Onion"", ""Red Bell Pepper"", ""Feta Cheese"", ""Pasteurized Milk"", ""Cheese Culture"", ""Enzymes"", ""Potato Starch [Added to Prevent Caking]"", ""Kalamata Olives"", ""Brine""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
29950,00021130009992,https://smartlabel.labelinsight.com/product/4558542/nutrition,https://smartlabel.labelinsight.com/product/4558542/ingredients,https://smartlabel.labelinsight.com/product/4558542/allergens,https://images.openfoodfacts.org/images/products/002/113/000/9992/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,,[],[],[],[],ingredients:empty_after_parse; allergens:empty_after_parse
30071,00021130286973,https://smartlabel.labelinsight.com/product/4551213/nutrition,https://smartlabel.labelinsight.com/product/4551213/ingredients,https://smartlabel.labelinsight.com/product/4551213/allergens,https://images.openfoodfacts.org/images/products/002/113/028/6973/ingredients_en.5.full.jpg,ingredients_en,5,200,ok,200,200,Seedless Raisins,"[""Seedless Raisins""]",[],[],[],allergens:empty_after_parse
